,Abs_Total,Owner occupied,Renter occupied,Geography,NAME,state,State
1,2326,2021,305,1400000US17001000100,"Census Tract 1,Adams County",17|001|000100,Illinois
2,845,672,173,1400000US17001000201,"Census Tract 2,01,Adams County",17|001|000201,Illinois
3,952,664,288,1400000US17001000202,"Census Tract 2,02,Adams County",17|001|000202,Illinois
4,1245,665,580,1400000US17001000400,"Census Tract 4,Adams County",17|001|000400,Illinois
5,779,430,349,1400000US17001000500,"Census Tract 5,Adams County",17|001|000500,Illinois
6,1915,1128,787,1400000US17001000600,"Census Tract 6,Adams County",17|001|000600,Illinois
7,746,48,698,1400000US17001000700,"Census Tract 7,Adams County",17|001|000700,Illinois
8,1035,561,474,1400000US17001000800,"Census Tract 8,Adams County",17|001|000800,Illinois
9,1200,601,599,1400000US17001000900,"Census Tract 9,Adams County",17|001|000900,Illinois
10,1367,1013,354,1400000US17001001001,"Census Tract 10,01,Adams County",17|001|001001,Illinois
11,1187,888,299,1400000US17001001002,"Census Tract 10,02,Adams County",17|001|001002,Illinois
12,3325,2124,1201,1400000US17001001100,"Census Tract 11,Adams County",17|001|001100,Illinois
13,1765,1451,314,1400000US17001010100,"Census Tract 101,Adams County",17|001|010100,Illinois
14,1536,1192,344,1400000US17001010200,"Census Tract 102,Adams County",17|001|010200,Illinois
15,988,833,155,1400000US17001010301,"Census Tract 103,01,Adams County",17|001|010301,Illinois
16,1100,949,151,1400000US17001010302,"Census Tract 103,02,Adams County",17|001|010302,Illinois
17,1297,1253,44,1400000US17001010400,"Census Tract 104,Adams County",17|001|010400,Illinois
18,1181,934,247,1400000US17001010500,"Census Tract 105,Adams County",17|001|010500,Illinois
19,2385,2140,245,1400000US17001010600,"Census Tract 106,Adams County",17|001|010600,Illinois
20,616,468,148,1400000US17003957600,"Census Tract 9576,Alexander County",17|003|957600,Illinois
21,484,390,94,1400000US17003957700,"Census Tract 9577,Alexander County",17|003|957700,Illinois
22,373,331,42,1400000US17003957800,"Census Tract 9578,Alexander County",17|003|957800,Illinois
23,308,157,151,1400000US17003957900,"Census Tract 9579,Alexander County",17|003|957900,Illinois
24,1294,1072,222,1400000US17005951200,"Census Tract 9512,Bond County",17|005|951200,Illinois
25,2052,1233,819,1400000US17005951300,"Census Tract 9513,Bond County",17|005|951300,Illinois
26,1066,910,156,1400000US17005951400,"Census Tract 9514,Bond County",17|005|951400,Illinois
27,1682,1394,288,1400000US17005951500,"Census Tract 9515,Bond County",17|005|951500,Illinois
28,1418,1027,391,1400000US17007010101,"Census Tract 101,01,Boone County",17|007|010101,Illinois
29,1304,730,574,1400000US17007010102,"Census Tract 101,02,Boone County",17|007|010102,Illinois
30,2171,1547,624,1400000US17007010200,"Census Tract 102,Boone County",17|007|010200,Illinois
31,2713,1990,723,1400000US17007010300,"Census Tract 103,Boone County",17|007|010300,Illinois
32,2588,2415,173,1400000US17007010400,"Census Tract 104,Boone County",17|007|010400,Illinois
33,1591,1532,59,1400000US17007010501,"Census Tract 105,01,Boone County",17|007|010501,Illinois
34,1994,1860,134,1400000US17007010502,"Census Tract 105,02,Boone County",17|007|010502,Illinois
35,1310,1118,192,1400000US17007010601,"Census Tract 106,01,Boone County",17|007|010601,Illinois
36,2015,1862,153,1400000US17007010603,"Census Tract 106,03,Boone County",17|007|010603,Illinois
37,1793,1509,284,1400000US17007010604,"Census Tract 106,04,Boone County",17|007|010604,Illinois
38,1007,863,144,1400000US17009970400,"Census Tract 9704,Brown County",17|009|970400,Illinois
39,991,609,382,1400000US17009970500,"Census Tract 9705,Brown County",17|009|970500,Illinois
40,1126,930,196,1400000US17011964700,"Census Tract 9647,Bureau County",17|011|964700,Illinois
41,1242,951,291,1400000US17011964800,"Census Tract 9648,Bureau County",17|011|964800,Illinois
42,1138,819,319,1400000US17011964900,"Census Tract 9649,Bureau County",17|011|964900,Illinois
43,1368,1109,259,1400000US17011965000,"Census Tract 9650,Bureau County",17|011|965000,Illinois
44,1577,1110,467,1400000US17011965100,"Census Tract 9651,Bureau County",17|011|965100,Illinois
45,1620,992,628,1400000US17011965200,"Census Tract 9652,Bureau County",17|011|965200,Illinois
46,1356,1025,331,1400000US17011965300,"Census Tract 9653,Bureau County",17|011|965300,Illinois
47,1746,1268,478,1400000US17011965400,"Census Tract 9654,Bureau County",17|011|965400,Illinois
48,1471,1175,296,1400000US17011965500,"Census Tract 9655,Bureau County",17|011|965500,Illinois
49,1144,973,171,1400000US17011965600,"Census Tract 9656,Bureau County",17|011|965600,Illinois
50,623,538,85,1400000US17013951200,"Census Tract 9512,Calhoun County",17|013|951200,Illinois
51,649,621,28,1400000US17013951300,"Census Tract 9513,Calhoun County",17|013|951300,Illinois
52,1395,1177,218,1400000US17015960100,"Census Tract 9601,Carroll County",17|015|960100,Illinois
53,957,799,158,1400000US17015960200,"Census Tract 9602,Carroll County",17|015|960200,Illinois
54,1432,897,535,1400000US17015960300,"Census Tract 9603,Carroll County",17|015|960300,Illinois
55,806,647,159,1400000US17015960400,"Census Tract 9604,Carroll County",17|015|960400,Illinois
56,1036,859,177,1400000US17015960500,"Census Tract 9605,Carroll County",17|015|960500,Illinois
57,673,566,107,1400000US17015960600,"Census Tract 9606,Carroll County",17|015|960600,Illinois
58,903,758,145,1400000US17017960100,"Census Tract 9601,Cass County",17|017|960100,Illinois
59,1020,798,222,1400000US17017960200,"Census Tract 9602,Cass County",17|017|960200,Illinois
60,1090,900,190,1400000US17017960300,"Census Tract 9603,Cass County",17|017|960300,Illinois
61,1062,748,314,1400000US17017960400,"Census Tract 9604,Cass County",17|017|960400,Illinois
62,908,676,232,1400000US17017960500,"Census Tract 9605,Cass County",17|017|960500,Illinois
63,921,355,566,1400000US17019000200,"Census Tract 2,Champaign County",17|019|000200,Illinois
64,2163,0,2163,1400000US17019000301,"Census Tract 3,01,Champaign County",17|019|000301,Illinois
65,1616,0,1616,1400000US17019000302,"Census Tract 3,02,Champaign County",17|019|000302,Illinois
66,543,0,543,1400000US17019000401,"Census Tract 4,01,Champaign County",17|019|000401,Illinois
67,1140,0,1140,1400000US17019000402,"Census Tract 4,02,Champaign County",17|019|000402,Illinois
68,1847,711,1136,1400000US17019000500,"Census Tract 5,Champaign County",17|019|000500,Illinois
69,1392,678,714,1400000US17019000700,"Census Tract 7,Champaign County",17|019|000700,Illinois
70,2930,767,2163,1400000US17019000800,"Census Tract 8,Champaign County",17|019|000800,Illinois
71,1867,687,1180,1400000US17019000901,"Census Tract 9,01,Champaign County",17|019|000901,Illinois
72,2893,1857,1036,1400000US17019000902,"Census Tract 9,02,Champaign County",17|019|000902,Illinois
73,2111,1148,963,1400000US17019001000,"Census Tract 10,Champaign County",17|019|001000,Illinois
74,1623,1183,440,1400000US17019001100,"Census Tract 11,Champaign County",17|019|001100,Illinois
75,2953,1481,1472,1400000US17019001201,"Census Tract 12,01,Champaign County",17|019|001201,Illinois
76,1915,1418,497,1400000US17019001203,"Census Tract 12,03,Champaign County",17|019|001203,Illinois
77,1353,1117,236,1400000US17019001204,"Census Tract 12,04,Champaign County",17|019|001204,Illinois
78,3269,2056,1213,1400000US17019001205,"Census Tract 12,05,Champaign County",17|019|001205,Illinois
79,893,771,122,1400000US17019001206,"Census Tract 12,06,Champaign County",17|019|001206,Illinois
80,2706,1692,1014,1400000US17019001301,"Census Tract 13,01,Champaign County",17|019|001301,Illinois
81,2030,1507,523,1400000US17019001302,"Census Tract 13,02,Champaign County",17|019|001302,Illinois
82,1590,716,874,1400000US17019001400,"Census Tract 14,Champaign County",17|019|001400,Illinois
83,2350,295,2055,1400000US17019005300,"Census Tract 53,Champaign County",17|019|005300,Illinois
84,2189,691,1498,1400000US17019005401,"Census Tract 54,01,Champaign County",17|019|005401,Illinois
85,1715,1237,478,1400000US17019005402,"Census Tract 54,02,Champaign County",17|019|005402,Illinois
86,2093,1178,915,1400000US17019005500,"Census Tract 55,Champaign County",17|019|005500,Illinois
87,2475,1222,1253,1400000US17019005601,"Census Tract 56,01,Champaign County",17|019|005601,Illinois
88,1216,378,838,1400000US17019005602,"Census Tract 56,02,Champaign County",17|019|005602,Illinois
89,2320,1175,1145,1400000US17019005701,"Census Tract 57,01,Champaign County",17|019|005701,Illinois
90,682,539,143,1400000US17019005702,"Census Tract 57,02,Champaign County",17|019|005702,Illinois
91,1460,786,674,1400000US17019005800,"Census Tract 58,Champaign County",17|019|005800,Illinois
92,394,23,371,1400000US17019005901,"Census Tract 59,01,Champaign County",17|019|005901,Illinois
93,645,0,645,1400000US17019005902,"Census Tract 59,02,Champaign County",17|019|005902,Illinois
94,614,13,601,1400000US17019006000,"Census Tract 60,Champaign County",17|019|006000,Illinois
95,1942,884,1058,1400000US17019010100,"Census Tract 101,Champaign County",17|019|010100,Illinois
96,1993,1475,518,1400000US17019010204,"Census Tract 102,04,Champaign County",17|019|010204,Illinois
97,1198,255,943,1400000US17019010300,"Census Tract 103,Champaign County",17|019|010300,Illinois
98,1773,1464,309,1400000US17019010400,"Census Tract 104,Champaign County",17|019|010400,Illinois
99,1589,1385,204,1400000US17019010500,"Census Tract 105,Champaign County",17|019|010500,Illinois
100,2069,1832,237,1400000US17019010601,"Census Tract 106,01,Champaign County",17|019|010601,Illinois
101,2535,2146,389,1400000US17019010603,"Census Tract 106,03,Champaign County",17|019|010603,Illinois
102,1197,967,230,1400000US17019010604,"Census Tract 106,04,Champaign County",17|019|010604,Illinois
103,1443,1239,204,1400000US17019010701,"Census Tract 107,01,Champaign County",17|019|010701,Illinois
104,1461,1259,202,1400000US17019010702,"Census Tract 107,02,Champaign County",17|019|010702,Illinois
105,1676,1464,212,1400000US17019010800,"Census Tract 108,Champaign County",17|019|010800,Illinois
106,2325,1694,631,1400000US17019010901,"Census Tract 109,01,Champaign County",17|019|010901,Illinois
107,1486,1261,225,1400000US17019010902,"Census Tract 109,02,Champaign County",17|019|010902,Illinois
108,1219,270,949,1400000US17019011001,"Census Tract 110,01,Champaign County",17|019|011001,Illinois
109,1083,368,715,1400000US17019011002,"Census Tract 110,02,Champaign County",17|019|011002,Illinois
110,938,41,897,1400000US17019011100,"Census Tract 111,Champaign County",17|019|011100,Illinois
111,1180,1048,132,1400000US17021958100,"Census Tract 9581,Christian County",17|021|958100,Illinois
112,1532,1114,418,1400000US17021958200,"Census Tract 9582,Christian County",17|021|958200,Illinois
113,1966,1283,683,1400000US17021958300,"Census Tract 9583,Christian County",17|021|958300,Illinois
114,1486,1198,288,1400000US17021958400,"Census Tract 9584,Christian County",17|021|958400,Illinois
115,1057,514,543,1400000US17021958500,"Census Tract 9585,Christian County",17|021|958500,Illinois
116,949,689,260,1400000US17021958600,"Census Tract 9586,Christian County",17|021|958600,Illinois
117,1419,1141,278,1400000US17021958700,"Census Tract 9587,Christian County",17|021|958700,Illinois
118,1091,882,209,1400000US17021958800,"Census Tract 9588,Christian County",17|021|958800,Illinois
119,1051,724,327,1400000US17021958900,"Census Tract 9589,Christian County",17|021|958900,Illinois
120,1836,1667,169,1400000US17021959000,"Census Tract 9590,Christian County",17|021|959000,Illinois
121,1733,1578,155,1400000US17023060100,"Census Tract 601,Clark County",17|023|060100,Illinois
122,1738,1212,526,1400000US17023060200,"Census Tract 602,Clark County",17|023|060200,Illinois
123,2186,1690,496,1400000US17023060300,"Census Tract 603,Clark County",17|023|060300,Illinois
124,722,624,98,1400000US17023060400,"Census Tract 604,Clark County",17|023|060400,Illinois
125,950,854,96,1400000US17025971900,"Census Tract 9719,Clay County",17|025|971900,Illinois
126,1163,851,312,1400000US17025972000,"Census Tract 9720,Clay County",17|025|972000,Illinois
127,2228,1554,674,1400000US17025972100,"Census Tract 9721,Clay County",17|025|972100,Illinois
128,1106,972,134,1400000US17025972200,"Census Tract 9722,Clay County",17|025|972200,Illinois
129,2499,2030,469,1400000US17027900100,"Census Tract 9001,Clinton County",17|027|900100,Illinois
130,658,613,45,1400000US17027900200,"Census Tract 9002,Clinton County",17|027|900200,Illinois
131,2800,2248,552,1400000US17027900300,"Census Tract 9003,Clinton County",17|027|900300,Illinois
132,543,479,64,1400000US17027900401,"Census Tract 9004,01,Clinton County",17|027|900401,Illinois
133,1545,1046,499,1400000US17027900403,"Census Tract 9004,03,Clinton County",17|027|900403,Illinois
134,488,452,36,1400000US17027900404,"Census Tract 9004,04,Clinton County",17|027|900404,Illinois
135,1812,1418,394,1400000US17027900500,"Census Tract 9005,Clinton County",17|027|900500,Illinois
136,1171,1060,111,1400000US17027900601,"Census Tract 9006,01,Clinton County",17|027|900601,Illinois
137,2739,2020,719,1400000US17027900602,"Census Tract 9006,02,Clinton County",17|027|900602,Illinois
138,1165,928,237,1400000US17029000100,"Census Tract 1,Coles County",17|029|000100,Illinois
139,2069,1734,335,1400000US17029000200,"Census Tract 2,Coles County",17|029|000200,Illinois
140,2100,1531,569,1400000US17029000300,"Census Tract 3,Coles County",17|029|000300,Illinois
141,1464,543,921,1400000US17029000400,"Census Tract 4,Coles County",17|029|000400,Illinois
142,2463,1487,976,1400000US17029000500,"Census Tract 5,Coles County",17|029|000500,Illinois
143,1340,1122,218,1400000US17029000600,"Census Tract 6,Coles County",17|029|000600,Illinois
144,1236,645,591,1400000US17029000701,"Census Tract 7,01,Coles County",17|029|000701,Illinois
145,1609,318,1291,1400000US17029000702,"Census Tract 7,02,Coles County",17|029|000702,Illinois
146,606,131,475,1400000US17029000800,"Census Tract 8,Coles County",17|029|000800,Illinois
147,1665,1176,489,1400000US17029000900,"Census Tract 9,Coles County",17|029|000900,Illinois
148,1490,867,623,1400000US17029001000,"Census Tract 10,Coles County",17|029|001000,Illinois
149,1584,672,912,1400000US17029001100,"Census Tract 11,Coles County",17|029|001100,Illinois
150,1478,1028,450,1400000US17029001200,"Census Tract 12,Coles County",17|029|001200,Illinois
151,2411,808,1603,1400000US17031010100,"Census Tract 101,Cook County",17|031|010100,Illinois
152,2996,817,2179,1400000US17031010201,"Census Tract 102,01,Cook County",17|031|010201,Illinois
153,1234,295,939,1400000US17031010202,"Census Tract 102,02,Cook County",17|031|010202,Illinois
154,2995,1098,1897,1400000US17031010300,"Census Tract 103,Cook County",17|031|010300,Illinois
155,2034,553,1481,1400000US17031010400,"Census Tract 104,Cook County",17|031|010400,Illinois
156,2439,414,2025,1400000US17031010501,"Census Tract 105,01,Cook County",17|031|010501,Illinois
157,1539,386,1153,1400000US17031010502,"Census Tract 105,02,Cook County",17|031|010502,Illinois
158,1155,180,975,1400000US17031010503,"Census Tract 105,03,Cook County",17|031|010503,Illinois
159,2917,876,2041,1400000US17031010600,"Census Tract 106,Cook County",17|031|010600,Illinois
160,1564,824,740,1400000US17031010701,"Census Tract 107,01,Cook County",17|031|010701,Illinois
161,1845,393,1452,1400000US17031010702,"Census Tract 107,02,Cook County",17|031|010702,Illinois
162,1624,601,1023,1400000US17031020100,"Census Tract 201,Cook County",17|031|020100,Illinois
163,2037,1529,508,1400000US17031020200,"Census Tract 202,Cook County",17|031|020200,Illinois
164,2197,1620,577,1400000US17031020301,"Census Tract 203,01,Cook County",17|031|020301,Illinois
165,1699,1091,608,1400000US17031020302,"Census Tract 203,02,Cook County",17|031|020302,Illinois
166,1710,814,896,1400000US17031020400,"Census Tract 204,Cook County",17|031|020400,Illinois
167,2160,500,1660,1400000US17031020500,"Census Tract 205,Cook County",17|031|020500,Illinois
168,2051,1000,1051,1400000US17031020601,"Census Tract 206,01,Cook County",17|031|020601,Illinois
169,1672,811,861,1400000US17031020602,"Census Tract 206,02,Cook County",17|031|020602,Illinois
170,762,527,235,1400000US17031020701,"Census Tract 207,01,Cook County",17|031|020701,Illinois
171,2458,1114,1344,1400000US17031020702,"Census Tract 207,02,Cook County",17|031|020702,Illinois
172,2207,945,1262,1400000US17031020801,"Census Tract 208,01,Cook County",17|031|020801,Illinois
173,2077,626,1451,1400000US17031020802,"Census Tract 208,02,Cook County",17|031|020802,Illinois
174,2200,781,1419,1400000US17031020901,"Census Tract 209,01,Cook County",17|031|020901,Illinois
175,1587,727,860,1400000US17031020902,"Census Tract 209,02,Cook County",17|031|020902,Illinois
176,2106,707,1399,1400000US17031030101,"Census Tract 301,01,Cook County",17|031|030101,Illinois
177,1847,673,1174,1400000US17031030102,"Census Tract 301,02,Cook County",17|031|030102,Illinois
178,1014,387,627,1400000US17031030103,"Census Tract 301,03,Cook County",17|031|030103,Illinois
179,987,408,579,1400000US17031030104,"Census Tract 301,04,Cook County",17|031|030104,Illinois
180,2550,1153,1397,1400000US17031030200,"Census Tract 302,Cook County",17|031|030200,Illinois
181,1493,507,986,1400000US17031030300,"Census Tract 303,Cook County",17|031|030300,Illinois
182,1285,511,774,1400000US17031030400,"Census Tract 304,Cook County",17|031|030400,Illinois
183,2965,1457,1508,1400000US17031030500,"Census Tract 305,Cook County",17|031|030500,Illinois
184,1921,461,1460,1400000US17031030601,"Census Tract 306,01,Cook County",17|031|030601,Illinois
185,1414,169,1245,1400000US17031030603,"Census Tract 306,03,Cook County",17|031|030603,Illinois
186,2127,609,1518,1400000US17031030604,"Census Tract 306,04,Cook County",17|031|030604,Illinois
187,844,158,686,1400000US17031030701,"Census Tract 307,01,Cook County",17|031|030701,Illinois
188,1489,933,556,1400000US17031030702,"Census Tract 307,02,Cook County",17|031|030702,Illinois
189,1907,458,1449,1400000US17031030703,"Census Tract 307,03,Cook County",17|031|030703,Illinois
190,1905,825,1080,1400000US17031030706,"Census Tract 307,06,Cook County",17|031|030706,Illinois
191,2138,926,1212,1400000US17031030800,"Census Tract 308,Cook County",17|031|030800,Illinois
192,1484,712,772,1400000US17031030900,"Census Tract 309,Cook County",17|031|030900,Illinois
193,2062,794,1268,1400000US17031031000,"Census Tract 310,Cook County",17|031|031000,Illinois
194,2737,470,2267,1400000US17031031100,"Census Tract 311,Cook County",17|031|031100,Illinois
195,3263,794,2469,1400000US17031031200,"Census Tract 312,Cook County",17|031|031200,Illinois
196,4469,1629,2840,1400000US17031031300,"Census Tract 313,Cook County",17|031|031300,Illinois
197,3117,1468,1649,1400000US17031031400,"Census Tract 314,Cook County",17|031|031400,Illinois
198,1961,406,1555,1400000US17031031501,"Census Tract 315,01,Cook County",17|031|031501,Illinois
199,2449,321,2128,1400000US17031031502,"Census Tract 315,02,Cook County",17|031|031502,Illinois
200,3280,1460,1820,1400000US17031031700,"Census Tract 317,Cook County",17|031|031700,Illinois
201,1005,413,592,1400000US17031031800,"Census Tract 318,Cook County",17|031|031800,Illinois
202,1347,533,814,1400000US17031031900,"Census Tract 319,Cook County",17|031|031900,Illinois
203,4207,1244,2963,1400000US17031032100,"Census Tract 321,Cook County",17|031|032100,Illinois
204,1810,871,939,1400000US17031040100,"Census Tract 401,Cook County",17|031|040100,Illinois
205,3033,1222,1811,1400000US17031040201,"Census Tract 402,01,Cook County",17|031|040201,Illinois
206,2876,866,2010,1400000US17031040202,"Census Tract 402,02,Cook County",17|031|040202,Illinois
207,1125,638,487,1400000US17031040300,"Census Tract 403,Cook County",17|031|040300,Illinois
208,1450,893,557,1400000US17031040401,"Census Tract 404,01,Cook County",17|031|040401,Illinois
209,2424,676,1748,1400000US17031040402,"Census Tract 404,02,Cook County",17|031|040402,Illinois
210,1253,428,825,1400000US17031040600,"Census Tract 406,Cook County",17|031|040600,Illinois
211,1646,734,912,1400000US17031040700,"Census Tract 407,Cook County",17|031|040700,Illinois
212,785,348,437,1400000US17031040800,"Census Tract 408,Cook County",17|031|040800,Illinois
213,1108,421,687,1400000US17031040900,"Census Tract 409,Cook County",17|031|040900,Illinois
214,1173,442,731,1400000US17031050100,"Census Tract 501,Cook County",17|031|050100,Illinois
215,2082,1365,717,1400000US17031050200,"Census Tract 502,Cook County",17|031|050200,Illinois
216,1091,675,416,1400000US17031050300,"Census Tract 503,Cook County",17|031|050300,Illinois
217,2054,1261,793,1400000US17031050500,"Census Tract 505,Cook County",17|031|050500,Illinois
218,1121,543,578,1400000US17031050600,"Census Tract 506,Cook County",17|031|050600,Illinois
219,692,396,296,1400000US17031050700,"Census Tract 507,Cook County",17|031|050700,Illinois
220,535,251,284,1400000US17031050800,"Census Tract 508,Cook County",17|031|050800,Illinois
221,648,264,384,1400000US17031050900,"Census Tract 509,Cook County",17|031|050900,Illinois
222,707,444,263,1400000US17031051000,"Census Tract 510,Cook County",17|031|051000,Illinois
223,753,385,368,1400000US17031051100,"Census Tract 511,Cook County",17|031|051100,Illinois
224,613,269,344,1400000US17031051200,"Census Tract 512,Cook County",17|031|051200,Illinois
225,1091,840,251,1400000US17031051300,"Census Tract 513,Cook County",17|031|051300,Illinois
226,981,620,361,1400000US17031051400,"Census Tract 514,Cook County",17|031|051400,Illinois
227,1346,761,585,1400000US17031060100,"Census Tract 601,Cook County",17|031|060100,Illinois
228,1101,415,686,1400000US17031060200,"Census Tract 602,Cook County",17|031|060200,Illinois
229,1216,475,741,1400000US17031060300,"Census Tract 603,Cook County",17|031|060300,Illinois
230,1614,791,823,1400000US17031060400,"Census Tract 604,Cook County",17|031|060400,Illinois
231,679,166,513,1400000US17031060500,"Census Tract 605,Cook County",17|031|060500,Illinois
232,3555,1682,1873,1400000US17031060800,"Census Tract 608,Cook County",17|031|060800,Illinois
233,4794,2263,2531,1400000US17031060900,"Census Tract 609,Cook County",17|031|060900,Illinois
234,1159,331,828,1400000US17031061000,"Census Tract 610,Cook County",17|031|061000,Illinois
235,713,212,501,1400000US17031061100,"Census Tract 611,Cook County",17|031|061100,Illinois
236,821,369,452,1400000US17031061200,"Census Tract 612,Cook County",17|031|061200,Illinois
237,899,313,586,1400000US17031061500,"Census Tract 615,Cook County",17|031|061500,Illinois
238,742,122,620,1400000US17031061800,"Census Tract 618,Cook County",17|031|061800,Illinois
239,2415,492,1923,1400000US17031061901,"Census Tract 619,01,Cook County",17|031|061901,Illinois
240,2882,1009,1873,1400000US17031061902,"Census Tract 619,02,Cook County",17|031|061902,Illinois
241,1631,421,1210,1400000US17031062000,"Census Tract 620,Cook County",17|031|062000,Illinois
242,1906,577,1329,1400000US17031062100,"Census Tract 621,Cook County",17|031|062100,Illinois
243,1296,746,550,1400000US17031062200,"Census Tract 622,Cook County",17|031|062200,Illinois
244,637,386,251,1400000US17031062300,"Census Tract 623,Cook County",17|031|062300,Illinois
245,737,486,251,1400000US17031062400,"Census Tract 624,Cook County",17|031|062400,Illinois
246,688,399,289,1400000US17031062500,"Census Tract 625,Cook County",17|031|062500,Illinois
247,952,623,329,1400000US17031062600,"Census Tract 626,Cook County",17|031|062600,Illinois
248,1265,654,611,1400000US17031062700,"Census Tract 627,Cook County",17|031|062700,Illinois
249,1433,735,698,1400000US17031062800,"Census Tract 628,Cook County",17|031|062800,Illinois
250,1820,871,949,1400000US17031062900,"Census Tract 629,Cook County",17|031|062900,Illinois
251,1808,614,1194,1400000US17031063000,"Census Tract 630,Cook County",17|031|063000,Illinois
252,1384,366,1018,1400000US17031063100,"Census Tract 631,Cook County",17|031|063100,Illinois
253,4392,1386,3006,1400000US17031063200,"Census Tract 632,Cook County",17|031|063200,Illinois
254,1998,247,1751,1400000US17031063301,"Census Tract 633,01,Cook County",17|031|063301,Illinois
255,2737,746,1991,1400000US17031063302,"Census Tract 633,02,Cook County",17|031|063302,Illinois
256,857,421,436,1400000US17031063303,"Census Tract 633,03,Cook County",17|031|063303,Illinois
257,1283,268,1015,1400000US17031063400,"Census Tract 634,Cook County",17|031|063400,Illinois
258,2413,939,1474,1400000US17031070101,"Census Tract 701,01,Cook County",17|031|070101,Illinois
259,2124,646,1478,1400000US17031070102,"Census Tract 701,02,Cook County",17|031|070102,Illinois
260,1105,75,1030,1400000US17031070103,"Census Tract 701,03,Cook County",17|031|070103,Illinois
261,2060,707,1353,1400000US17031070200,"Census Tract 702,Cook County",17|031|070200,Illinois
262,1597,760,837,1400000US17031070300,"Census Tract 703,Cook County",17|031|070300,Illinois
263,1542,754,788,1400000US17031070400,"Census Tract 704,Cook County",17|031|070400,Illinois
264,1286,655,631,1400000US17031070500,"Census Tract 705,Cook County",17|031|070500,Illinois
265,1197,772,425,1400000US17031070600,"Census Tract 706,Cook County",17|031|070600,Illinois
266,1698,938,760,1400000US17031070700,"Census Tract 707,Cook County",17|031|070700,Illinois
267,1021,486,535,1400000US17031071000,"Census Tract 710,Cook County",17|031|071000,Illinois
268,1120,539,581,1400000US17031071100,"Census Tract 711,Cook County",17|031|071100,Illinois
269,1008,580,428,1400000US17031071200,"Census Tract 712,Cook County",17|031|071200,Illinois
270,2140,1095,1045,1400000US17031071300,"Census Tract 713,Cook County",17|031|071300,Illinois
271,2881,1398,1483,1400000US17031071400,"Census Tract 714,Cook County",17|031|071400,Illinois
272,3819,1195,2624,1400000US17031071500,"Census Tract 715,Cook County",17|031|071500,Illinois
273,755,510,245,1400000US17031071600,"Census Tract 716,Cook County",17|031|071600,Illinois
274,635,375,260,1400000US17031071700,"Census Tract 717,Cook County",17|031|071700,Illinois
275,1107,705,402,1400000US17031071800,"Census Tract 718,Cook County",17|031|071800,Illinois
276,4165,2265,1900,1400000US17031080100,"Census Tract 801,Cook County",17|031|080100,Illinois
277,2197,1276,921,1400000US17031080201,"Census Tract 802,01,Cook County",17|031|080201,Illinois
278,2507,1289,1218,1400000US17031080202,"Census Tract 802,02,Cook County",17|031|080202,Illinois
279,2891,1345,1546,1400000US17031080300,"Census Tract 803,Cook County",17|031|080300,Illinois
280,2030,838,1192,1400000US17031080400,"Census Tract 804,Cook County",17|031|080400,Illinois
281,4909,707,4202,1400000US17031081000,"Census Tract 810,Cook County",17|031|081000,Illinois
282,2924,704,2220,1400000US17031081100,"Census Tract 811,Cook County",17|031|081100,Illinois
283,2952,1350,1602,1400000US17031081201,"Census Tract 812,01,Cook County",17|031|081201,Illinois
284,1922,1468,454,1400000US17031081202,"Census Tract 812,02,Cook County",17|031|081202,Illinois
285,3740,2285,1455,1400000US17031081300,"Census Tract 813,Cook County",17|031|081300,Illinois
286,1446,734,712,1400000US17031081401,"Census Tract 814,01,Cook County",17|031|081401,Illinois
287,3322,1340,1982,1400000US17031081402,"Census Tract 814,02,Cook County",17|031|081402,Illinois
288,6149,1399,4750,1400000US17031081403,"Census Tract 814,03,Cook County",17|031|081403,Illinois
289,3294,1788,1506,1400000US17031081500,"Census Tract 815,Cook County",17|031|081500,Illinois
290,2461,938,1523,1400000US17031081600,"Census Tract 816,Cook County",17|031|081600,Illinois
291,3206,831,2375,1400000US17031081700,"Census Tract 817,Cook County",17|031|081700,Illinois
292,7037,3030,4007,1400000US17031081800,"Census Tract 818,Cook County",17|031|081800,Illinois
293,652,339,313,1400000US17031081900,"Census Tract 819,Cook County",17|031|081900,Illinois
294,1390,1268,122,1400000US17031090100,"Census Tract 901,Cook County",17|031|090100,Illinois
295,2638,1986,652,1400000US17031090200,"Census Tract 902,Cook County",17|031|090200,Illinois
296,526,425,101,1400000US17031090300,"Census Tract 903,Cook County",17|031|090300,Illinois
297,2176,1535,641,1400000US17031100100,"Census Tract 1001,Cook County",17|031|100100,Illinois
298,2865,2022,843,1400000US17031100200,"Census Tract 1002,Cook County",17|031|100200,Illinois
299,2750,1723,1027,1400000US17031100300,"Census Tract 1003,Cook County",17|031|100300,Illinois
300,1291,1229,62,1400000US17031100400,"Census Tract 1004,Cook County",17|031|100400,Illinois
301,2332,2073,259,1400000US17031100500,"Census Tract 1005,Cook County",17|031|100500,Illinois
302,1910,1422,488,1400000US17031100600,"Census Tract 1006,Cook County",17|031|100600,Illinois
303,1883,1723,160,1400000US17031100700,"Census Tract 1007,Cook County",17|031|100700,Illinois
304,2221,1416,805,1400000US17031110100,"Census Tract 1101,Cook County",17|031|110100,Illinois
305,1346,636,710,1400000US17031110200,"Census Tract 1102,Cook County",17|031|110200,Illinois
306,1815,1567,248,1400000US17031110300,"Census Tract 1103,Cook County",17|031|110300,Illinois
